RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11350,노원구,10500,상계동,1,대지,1279,0000,상계1차중앙하이츠,2025-03-06,56500,59.82,0.0,9.0,,,1997,아파트,중개거래,서울 노원구
2025,11620,관악구,10200,신림동,,,,,,2025-03-06,140000,489.81,230.0,0.0,,,2006,단독다가구,직거래,
2025,11350,노원구,10500,상계동,1,대지,1279,0000,상계1차중앙하이츠,2025-03-06,55000,59.82,0.0,23.0,,,1997,아파트,중개거래,서울 노원구
2025,11380,은평구,11400,진관동,1,대지,0100,0005,메이플카운티,2025-03-06,9420,22.2,30.5,3.0,,,2014,오피스텔,직거래,
2025,11620,관악구,10200,신림동,1,대지,0440,0045,진주리츠빌(440-45),2025-03-06,26500,40.36,26.0,6.0,,,2014,연립다세대,중개거래,서울 관악구
2025,11530,구로구,11000,온수동,1,대지,0156,0000,다청림,2025-03-06,30000,50.46,31.0,2.0,,,2014,연립다세대,중개거래,서울 구로구
2025,11230,동대문구,11000,이문동,1,대지,0064,0000,쌍용,2025-03-06,83800,84.89,0.0,5.0,,,2000,아파트,중개거래,서울 동대문구
2025,11680,강남구,11500,수서동,1,대지,0746,0000,까치마을,2025-03-06,102000,39.6,0.0,2.0,,20250310,1993,아파트,중개거래,서울 강남구
2025,11290,성북구,13300,정릉동,1,대지,1021,0000,대우,2025-03-06,76000,114.84,0.0,15.0,,,2001,아파트,중개거래,서울 성북구
2025,11320,도봉구,10500,쌍문동,1,대지,0054,0000,현대1,2025-03-06,49300,70.3,0.0,9.0,,,1990,아파트,중개거래,서울 도봉구
2025,11380,은평구,11400,진관동,1,대지,0100,0005,메이플카운티,2025-03-06,9471,22.2,30.5,4.0,,,2014,오피스텔,직거래,
2025,11470,양천구,10200,목동,1,대지,0949,0000,웨스트빌,2025-03-06,63500,59.268,0.0,5.0,,,2004,아파트,중개거래,서울 양천구
2025,11470,양천구,10300,신월동,1,대지,0195,0019,진성연립,2025-03-06,7800,38.04,27.0,2.0,,,1986,연립다세대,직거래,
2025,11320,도봉구,10600,방학동,1,대지,0271,0001,신동아아파트1,2025-03-06,35500,53.16,0.0,3.0,,,1986,아파트,중개거래,서울 도봉구
2025,11650,서초구,10800,서초동,1,대지,1338,0020,서초현대렉시온,2025-03-06,32500,34.0,45.71,18.0,,,2005,오피스텔,중개거래,서울 서초구
2025,11710,송파구,10500,석촌동,1,대지,0224,0009,덕화빌라B동,2025-03-06,40475,39.96,30.0,1.0,,,1989,연립다세대,직거래,
2025,11470,양천구,10300,신월동,1,대지,0484,0001,경창프라자,2025-03-06,40800,111.35,37.0,4.0,,,1998,연립다세대,중개거래,서울 양천구
2025,11380,은평구,11400,진관동,1,대지,0100,0005,메이플카운티,2025-03-06,9420,22.2,30.5,3.0,,,2014,오피스텔,직거래,
2025,11560,영등포구,10800,영등포동7가,1,대지,0106,0000,하우스퀘어,2025-03-06,26000,36.59,44.5,7.0,,,2018,오피스텔,중개거래,서울 영등포구
2025,11410,서대문구,11900,북가좌동,1,대지,0005,0019,동림아파트,2025-03-06,24500,55.27,0.0,5.0,,,2002,아파트,중개거래,서울 서대문구
2025,11680,강남구,10100,역삼동,1,대지,0735,0017,역삼 푸르지오 시티,2025-03-06,25200,23.9,23.9,8.0,,,2016,오피스텔,중개거래,서울 강남구
2025,11590,동작구,10800,대방동,1,대지,0391,0209,성남하이츠빌A동,2025-03-06,46000,64.37,30.0,3.0,,,2002,연립다세대,중개거래,서울 동작구
2025,11560,영등포구,11000,여의도동,1,대지,0050,0000,시범,2025-03-06,230000,79.24,0.0,5.0,,,1971,아파트,중개거래,서울 영등포구
2025,11230,동대문구,10600,장안동,1,대지,0329,0002,장안힐스테이트,2025-03-06,98200,84.897,0.0,3.0,,,2007,아파트,중개거래,서울 동대문구
2025,11470,양천구,10100,신정동,1,대지,0951,0006,삼정도나빌1,2025-03-06,40000,44.1,26.0,6.0,,,2016,연립다세대,중개거래,서울 양천구
2025,11410,서대문구,11800,홍은동,1,대지,0190,0007,홍은리츠빌,2025-03-06,19200,47.77,22.0,1.0,,,2002,연립다세대,중개거래,서울 서대문구
2025,11260,중랑구,10100,면목동,1,대지,0455,0005,민영하이빌,2025-03-06,35000,28.94,18.0,6.0,,,2022,연립다세대,중개거래,서울 중랑구
2025,11110,종로구,17500,숭인동,1,대지,0318,0002,삼전솔하임4차,2025-03-06,11700,19.17,29.3,7.0,,,2014,오피스텔,중개거래,서울 종로구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2025-03-06,150000,59.96,0.0,19.0,,,2020,아파트,중개거래,서울 강동구
2025,11560,영등포구,13200,신길동,1,대지,4759,0000,삼성,2025-03-06,69000,60.48,0.0,7.0,,,1984,아파트,중개거래,서울 동작구
2025,11710,송파구,10400,송파동,1,대지,0086,0001,86-1,2025-03-06,20000,17.19,6.0,6.0,,,2016,연립다세대,직거래,
2025,11590,동작구,10200,상도동,1,대지,0431,0000,래미안상도3차,2025-03-06,131000,84.96,0.0,10.0,,,2004,아파트,중개거래,서울 동작구
2025,11470,양천구,10200,목동,1,대지,0546,0020,우스빌,2025-03-06,25000,39.57,28.0,4.0,,,2008,연립다세대,직거래,
2025,11530,구로구,10700,개봉동,1,대지,0033,0136,대우프린스빌라,2025-03-06,19800,49.74,20.0,4.0,,,2001,연립다세대,중개거래,서울 구로구
2025,11680,강남구,11500,수서동,1,대지,0746,0000,까치마을,2025-03-06,102000,39.6,0.0,2.0,,,1993,아파트,중개거래,서울 강남구
2025,11470,양천구,10200,목동,1,대지,0951,0000,금호어울림,2025-03-06,119900,84.99,0.0,3.0,,,2004,아파트,중개거래,서울 양천구
2025,11440,마포구,10800,대흥동,1,대지,0032,0002,마포아트빌,2025-03-06,54600,19.68,17.0,2.0,,,2020,연립다세대,직거래,
2025,11320,도봉구,10500,쌍문동,1,대지,0725,0000,쌍문동삼성래미안,2025-03-06,60000,59.989,0.0,12.0,,,2002,아파트,중개거래,서울 도봉구
2025,11740,강동구,10800,성내동,1,대지,0448,0017,인택스파크뷰,2025-03-06,12000,22.95,30.07,4.0,,,2003,오피스텔,중개거래,서울 강동구
2025,11590,동작구,10700,사당동,,,,,,2025-03-06,144985,120.29,122.0,0.0,,,1975,단독다가구,직거래,
2025,11530,구로구,10800,오류동,1,대지,0168,0028,인창주택A동,2025-03-06,15000,56.22,51.0,-1.0,,,1991,연립다세대,중개거래,서울 구로구
2025,11140,중구,16200,신당동,,,,,,2025-03-06,118000,138.84,36.0,0.0,,,1955,단독다가구,중개거래,"서울 강남구, 서울 중구"
2025,11320,도봉구,10700,창동,1,대지,0810,0000,신창,2025-03-06,38500,59.4,0.0,2.0,,,1998,아파트,중개거래,서울 도봉구
2025,11230,동대문구,10500,답십리동,1,대지,0492,0004,답십리한화오벨리스크,2025-03-06,15000,31.93,42.987,6.0,,,2004,오피스텔,직거래,
2025,11140,중구,16500,황학동,1,대지,1074,0002,메트하임 신당역 오피스텔,2025-03-06,18000,22.31,35.543,11.0,,,2021,오피스텔,중개거래,"서울 성동구, 서울 중구"
2025,11290,성북구,13400,길음동,1,대지,1283,0000,길음뉴타운6단지(래미안),2025-03-06,138000,113.226,0.0,9.0,,,2007,아파트,중개거래,서울 성북구
2025,11290,성북구,13900,석관동,1,대지,0338,0581,어반휴2차,2025-03-06,23000,29.76,18.0,5.0,,,2018,연립다세대,중개거래,서울 성북구
2025,11440,마포구,12100,동교동,1,대지,0165,0008,LG팰리스빌딩,2025-03-06,56000,92.6,116.47,7.0,,,1999,오피스텔,중개거래,서울 마포구
2025,11170,용산구,12900,이촌동,1,대지,0193,0003,강변,2025-03-06,85000,66.08,0.0,-1.0,,,1971,아파트,중개거래,서울 용산구
2025,11215,광진구,10500,자양동,1,대지,0636,0011,그랜드아파트,2025-03-06,65000,59.1,0.0,4.0,,,2023,아파트,중개거래,서울 광진구
2025,11740,강동구,10900,천호동,1,대지,0055,0004,천호롯데아파트,2025-03-06,65500,59.99,0.0,10.0,,,1999,아파트,중개거래,서울 강동구
2025,11530,구로구,10200,구로동,1,대지,0713,0039,동진에버빌,2025-03-06,35000,46.035,32.0,2.0,,,2015,연립다세대,직거래,
2025,11380,은평구,11400,진관동,1,대지,0088,0000,우물골2단지두산위브(209~222동)BL2-8,2025-03-06,82800,84.51,0.0,6.0,,,2009,아파트,중개거래,서울 은평구
2025,11680,강남구,10800,논현동,1,대지,0058,0002,마일스디오빌,2025-03-06,39800,36.29,0.0,5.0,,,2004,아파트,중개거래,서울 강남구
2025,11260,중랑구,10100,면목동,1,대지,0651,0003,굿모닝아트빌(651-3),2025-03-06,40000,69.22,31.0,3.0,,,2003,연립다세대,중개거래,서울 중랑구
2025,11560,영등포구,10800,영등포동7가,1,대지,0091,0002,블리스 다임빌,2025-03-06,30000,22.12,30.5094,7.0,,,2018,오피스텔,직거래,
2025,11380,은평구,10900,신사동,1,대지,0341,0006,명지베스트,2025-03-06,32000,56.48,38.0,2.0,,,2014,연립다세대,직거래,
2025,11410,서대문구,11100,홍제동,1,대지,0104,0020,안산맨숀,2025-03-06,32000,72.73,0.0,4.0,,,1972,아파트,중개거래,서울 서대문구
2025,11230,동대문구,10500,답십리동,1,대지,0998,0000,두산위브,2025-03-06,94500,59.91,0.0,4.0,,,2007,아파트,중개거래,서울 동대문구
2025,11170,용산구,12500,한강로2가,1,대지,0422,0000,래미안 용산 더 센트럴,2025-03-06,127000,71.71,97.9964,5.0,,,null,오피스텔,중개거래,서울 용산구
2025,11740,강동구,10100,명일동,1,대지,0359,0000,래미안솔베뉴,2025-03-06,137500,59.11,0.0,8.0,,,2019,아파트,중개거래,서울 강동구
2025,11500,강서구,10200,등촌동,1,대지,0631,0000,등촌동두산위브센티움,2025-03-06,15500,22.6,30.65,14.0,,,2004,오피스텔,중개거래,서울 강서구
2025,11740,강동구,10700,암사동,1,대지,0509,0000,선사현대아파트,2025-03-06,99950,59.64,0.0,4.0,,,2000,아파트,중개거래,서울 강동구
2025,11500,강서구,10500,마곡동,1,대지,1335,0000,마곡서림빌,2025-03-05,40500,36.8,25.0,6.0,,,2022,연립다세대,중개거래,서울 강서구
2025,11230,동대문구,10500,답십리동,1,대지,0041,0000,동서울한양,2025-03-05,49000,59.67,0.0,6.0,,20250307,1989,아파트,중개거래,서울 광진구
2025,11350,노원구,10400,하계동,1,대지,0271,0003,벽산,2025-03-05,65500,70.56,0.0,9.0,,,1988,아파트,중개거래,서울 노원구
2025,11215,광진구,10700,화양동,1,대지,0111,0012,빌리브 인테라스,2025-03-05,23000,16.875,29.8982,6.0,,,2021,오피스텔,중개거래,서울 노원구
2025,11215,광진구,10500,자양동,1,대지,0793,0000,우방리버파크,2025-03-05,157000,84.99,0.0,24.0,,,2003,아파트,중개거래,서울 광진구
2025,11710,송파구,10600,삼전동,1,대지,0174,0008,웅진빌라(174-8),2025-03-05,45000,57.93,27.0,2.0,,,1993,연립다세대,중개거래,서울 송파구
2025,11710,송파구,11100,방이동,1,대지,0046,0002,사보이시티잠실,2025-03-05,23600,19.362,30.9187,15.0,,,2021,오피스텔,중개거래,서울 송파구
2025,11590,동작구,10900,신대방동,1,대지,0724,0000,보라매자이더포레스트,2025-03-05,119000,59.927,0.0,28.0,,,2021,아파트,중개거래,서울 동작구
2025,11200,성동구,11400,성수동1가,1,대지,0656,0320,동아,2025-03-05,215000,95.83,0.0,10.0,,,1983,아파트,중개거래,서울 성동구
2025,11290,성북구,13300,정릉동,1,대지,1030,0000,정릉힐스테이트1차,2025-03-05,69400,84.728,0.0,6.0,,,2007,아파트,중개거래,서울 성북구
2025,11440,마포구,12200,합정동,1,대지,0381,0016,KCC엠파이어리버,2025-03-05,29400,35.22,46.8,3.0,,,2006,오피스텔,직거래,
2025,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,2025-03-05,165000,84.83,0.0,2.0,,,2016,아파트,중개거래,"서울 강동구, 서울 성북구"
2025,11215,광진구,10500,자양동,1,대지,0636,0011,그랜드아파트,2025-03-05,66500,55.39,0.0,3.0,,,2023,아파트,중개거래,서울 광진구
2025,11590,동작구,10900,신대방동,1,대지,0708,0000,해태보라매타워,2025-03-05,64000,59.94,0.0,6.0,,,1996,아파트,중개거래,서울 동작구
2025,11440,마포구,12500,성산동,1,대지,0277,0041,성산휴먼타운(277-41),2025-03-05,44500,26.78,16.0,5.0,,,2021,연립다세대,중개거래,서울 마포구
2025,11110,종로구,17100,명륜2가,1,대지,0236,0000,아남2,2025-03-05,94000,59.4,0.0,9.0,,,1996,아파트,중개거래,서울 종로구
2025,11590,동작구,10100,노량진동,,,,,,2025-03-05,180000,169.38,119.0,0.0,,,1988,단독다가구,중개거래,서울 서초구
2025,11590,동작구,10700,사당동,1,대지,1159,0000,래미안로이파크,2025-03-05,164000,84.98,0.0,6.0,,,2018,아파트,중개거래,서울 동작구
2025,11530,구로구,10100,신도림동,1,대지,0290,0000,미성,2025-03-05,74000,66.03,0.0,6.0,,,1987,아파트,중개거래,서울 구로구
2025,11740,강동구,10900,천호동,1,대지,0144,0036,그랜드빌,2025-03-05,35000,44.78,27.0,4.0,,,2016,연립다세대,중개거래,서울 강동구
2025,11170,용산구,12900,이촌동,1,대지,0402,0000,강촌,2025-03-05,160000,59.12,0.0,2.0,,,1998,아파트,중개거래,서울 용산구
2025,11440,마포구,11400,창전동,1,대지,0006,0044,홍익빌라,2025-03-05,20700,41.49,34.0,-1.0,,,1989,연립다세대,직거래,
2025,11200,성동구,10500,마장동,1,대지,0835,0000,우성에비뉴,2025-03-05,79000,70.88,0.0,13.0,,,2017,아파트,중개거래,서울 동대문구
2025,11680,강남구,10100,역삼동,1,대지,0757,0000,역삼래미안,2025-03-05,226000,59.4,0.0,14.0,,,2005,아파트,중개거래,서울 강남구
2025,11440,마포구,12500,성산동,1,대지,0593,0005,상암미르웰한올림,2025-03-05,15000,16.36,22.99,4.0,,,2018,오피스텔,중개거래,서울 마포구
2025,11320,도봉구,10700,창동,1,대지,0007,0000,월가타워,2025-03-05,8450,13.02,0.0,9.0,,,2013,아파트,중개거래,서울 도봉구
2025,11170,용산구,13000,이태원동,1,대지,0728,0000,주공1,2025-03-05,151000,84.57,0.0,1.0,,,1993,아파트,직거래,
2025,11215,광진구,10400,광장동,1,대지,0188,0002,포제스 한강,2025-03-05,495000,115.49,0.0,6.0,분양권,,0,아파트,직거래,
2025,11680,강남구,10600,대치동,1,대지,0893,0000,롯데캐슬,2025-03-05,249000,105.18,0.0,1.0,,,2002,아파트,중개거래,"서울 강남구, 서울 송파구"
2025,11230,동대문구,10600,장안동,1,대지,0336,0000,장안현대홈타운(336),2025-03-05,82700,59.61,0.0,17.0,,,2003,아파트,중개거래,"경기 평택시, 서울 동대문구"
2025,11200,성동구,10200,하왕십리동,1,대지,0970,0016,더화이트왕십리2차,2025-03-05,59000,26.98,20.0,3.0,,,2024,연립다세대,중개거래,서울 용산구
2025,11260,중랑구,10200,상봉동,1,대지,0205,0023,디스커버리하우스,2025-03-05,20100,29.5,21.0,3.0,,,2018,연립다세대,중개거래,서울 광진구
2025,11500,강서구,10900,방화동,1,대지,0904,0000,신마곡벽산블루밍,2025-03-05,79700,59.759,0.0,14.0,,,2020,아파트,중개거래,서울 강서구
2025,11740,강동구,10900,천호동,1,대지,0321,0067,신주리버빌(321-68),2025-03-05,14400,21.08,22.0,5.0,,,2013,연립다세대,중개거래,서울 강동구
2025,11740,강동구,10700,암사동,1,대지,0413,0000,프라이어팰리스,2025-03-05,114500,59.983,0.0,2.0,,,2007,아파트,중개거래,서울 강동구
2025,11200,성동구,10900,금호동1가,1,대지,1755,0000,금호힐오피스텔,2025-03-05,14500,27.345,42.922,5.0,,,2002,오피스텔,중개거래,서울 성동구
2025,11470,양천구,10100,신정동,1,대지,1306,0000,세양청마루,2025-03-05,102500,84.98,0.0,14.0,,,2006,아파트,중개거래,"서울 마포구, 서울 양천구"
2025,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,2025-03-05,200000,84.9,0.0,13.0,,,2018,아파트,중개거래,서울 성동구
2025,11215,광진구,10500,자양동,1,대지,0664,0025,삼익플라주,2025-03-05,71000,54.57,37.0,4.0,,,2023,연립다세대,중개거래,서울 광진구
2025,11320,도봉구,10600,방학동,,,,,,2025-03-05,42500,165.63,105.0,0.0,,20250308,1991,단독다가구,중개거래,서울 도봉구
2025,11470,양천구,10200,목동,,,,,,2025-03-05,118200,323.5,145.0,0.0,,,1992,단독다가구,중개거래,서울 양천구
2025,11230,동대문구,10200,용두동,1,대지,0104,0003,동대문 푸르지오시티,2025-03-05,17500,23.47,31.87,6.0,,,null,오피스텔,중개거래,서울 동대문구
2025,11350,노원구,10400,하계동,1,대지,0255,0001,삼익선경,2025-03-05,85000,107.95,0.0,3.0,,,1993,아파트,중개거래,서울 노원구
2025,11380,은평구,11400,진관동,1,대지,0083,0000,우물골2단지두산위브(204~208동)BL2-5,2025-03-05,76000,59.92,0.0,5.0,,,2009,아파트,중개거래,서울 은평구
2025,11530,구로구,10200,구로동,1,대지,0104,0010,(104-10),2025-03-05,9000,38.38,62.71,4.0,,,1994,오피스텔,중개거래,서울 구로구
2025,11230,동대문구,10300,제기동,1,대지,1212,0000,한신아파트,2025-03-05,80000,59.84,0.0,15.0,,20250310,2004,아파트,중개거래,서울 동대문구
2025,11215,광진구,10500,자양동,1,대지,0690,0026,동진빌라(690-26),2025-03-05,167125,74.44,46.0,2.0,,,2001,연립다세대,직거래,
2025,11740,강동구,11000,강일동,1,대지,0701,0000,강일리버파크8단지,2025-03-05,59000,84.83,0.0,7.0,,,2009,아파트,직거래,
2025,11410,서대문구,11800,홍은동,1,대지,0405,0017,수목아이엠하우스(405-17),2025-03-05,16000,31.65,19.0,2.0,,,2003,연립다세대,중개거래,서울 서대문구
2025,11380,은평구,10500,구산동,1,대지,0177,0043,성원빌라,2025-03-05,9000,37.52,26.0,1.0,,,1991,연립다세대,중개거래,서울 은평구
2025,11110,종로구,11500,사직동,1,대지,0009,0000,광화문 스페이스본,2025-03-05,40500,39.54,53.52,8.0,,,2008,오피스텔,중개거래,서울 종로구
2025,11440,마포구,12500,성산동,1,대지,0593,0005,상암미르웰한올림,2025-03-05,16600,16.36,22.99,6.0,,,2018,오피스텔,중개거래,대전 서구
2025,11530,구로구,10200,구로동,1,대지,0651,0002,퀸즈파크 구일,2025-03-05,13500,17.363,23.5374,10.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11170,용산구,13400,주성동,,,,,,2025-03-05,410000,61.88,162.0,0.0,,,1967,단독다가구,중개거래,서울 용산구
2025,11710,송파구,11100,방이동,1,대지,0227,0001,"인택스파크텔,인택스파크빌",2025-03-05,16000,33.76,47.29,4.0,,,2002,오피스텔,중개거래,서울 광진구
2025,11260,중랑구,10500,망우동,1,대지,0434,0028,동화주택,2025-03-05,30000,59.75,28.0,4.0,,,2003,연립다세대,중개거래,서울 중랑구
2025,11740,강동구,10700,암사동,1,대지,0518,0000,한솔솔파크,2025-03-05,133000,84.98,0.0,15.0,,,2009,아파트,중개거래,서울 강동구
2025,11350,노원구,10400,하계동,1,대지,0271,0003,극동,2025-03-05,48100,55.72,0.0,5.0,,,1988,아파트,중개거래,강원 춘천시
2025,11215,광진구,10100,중곡동,1,대지,0255,0001,JHBILL,2025-03-05,47500,39.86,25.0,2.0,,,2017,연립다세대,중개거래,"서울 광진구, 서울 동대문구"
2025,11410,서대문구,12000,남가좌동,1,대지,0376,0000,남가좌동현대,2025-03-05,85000,84.78,0.0,19.0,,,1999,아파트,중개거래,서울 서대문구
2025,11410,서대문구,11900,북가좌동,1,대지,0007,0004,동하아트빌,2025-03-05,21000,29.64,18.0,3.0,,,2013,연립다세대,중개거래,서울 은평구
2025,11215,광진구,10300,구의동,1,대지,0611,0000,구의현대2단지,2025-03-05,159000,84.91,0.0,19.0,,,1996,아파트,중개거래,서울 광진구
2025,11500,강서구,10500,마곡동,1,대지,0773,0003,힐스테이트에코동익,2025-03-05,20500,25.26,35.987,9.0,,,2017,오피스텔,중개거래,서울 강서구
2025,11440,마포구,12500,성산동,1,대지,0592,0005,상암 우남퍼스트빌스타,2025-03-05,15950,16.788,26.606,19.0,,,2017,오피스텔,중개거래,서울 서대문구
2025,11710,송파구,10900,장지동,1,대지,0856,0000,송파파인타운10단지,2025-03-05,119000,59.96,0.0,2.0,,,2007,아파트,중개거래,서울 송파구
2025,11560,영등포구,12600,양평동2가,1,대지,0023,0000,양평벽산블루밍,2025-03-05,71100,59.58,0.0,4.0,,,1990,아파트,중개거래,서울 영등포구
2025,11290,성북구,13500,종암동,1,대지,0135,0000,종암2차SKVIEW,2025-03-05,80000,59.98,0.0,20.0,,,2010,아파트,중개거래,서울 성북구
2025,11440,마포구,12300,망원동,1,대지,0508,0000,강림스위트빌,2025-03-05,80500,81.71,0.0,10.0,,,2004,아파트,중개거래,서울 마포구
2025,11110,종로구,18300,평창동,1,대지,0145,0005,일성빌라트,2025-03-05,65500,59.82,0.0,5.0,,,1996,아파트,중개거래,서울 종로구
2025,11560,영등포구,13000,양평동6가,1,대지,0013,0002,한양맨션4동,2025-03-05,48000,73.04,34.0,3.0,,,2003,연립다세대,중개거래,서울 영등포구
2025,11260,중랑구,10200,상봉동,1,대지,0205,0023,디스커버리하우스,2025-03-05,20100,29.5,21.0,2.0,,,2018,연립다세대,중개거래,서울 광진구
2025,11320,도봉구,10600,방학동,1,대지,0707,0000,이안 테라디움 방학역,2025-03-05,14000,17.86,19.85,11.0,,,2021,오피스텔,중개거래,서울 도봉구
2025,11320,도봉구,10800,도봉동,1,대지,0612,0038,(612-38),2025-03-05,13300,44.45,36.0,2.0,,,1991,연립다세대,중개거래,서울 도봉구
2025,11500,강서구,10300,화곡동,1,대지,1165,0000,강서힐스테이트,2025-03-05,133500,84.99,0.0,13.0,,,2015,아파트,중개거래,서울 강서구
2025,11650,서초구,10800,서초동,1,대지,1338,0001,풍림아이원플러스,2025-03-05,29400,39.563,49.0738,5.0,,,2004,오피스텔,중개거래,서울 서초구
2025,11620,관악구,10200,신림동,1,대지,1638,0032,(1638-32),2025-03-05,13900,37.65,55.47,8.0,,,1992,오피스텔,중개거래,"서울 관악구, 서울 도봉구"
2025,11680,강남구,11400,일원동,1,대지,0719,0000,푸른마을아파트101동~111동,2025-03-05,198000,84.93,0.0,2.0,,,1994,아파트,중개거래,"서울 송파구, 서울 영등포구"
2025,11320,도봉구,10800,도봉동,1,대지,0593,0037,도봉숲아뜨리움,2025-03-05,40000,55.18,46.0,4.0,,,2016,연립다세대,중개거래,서울 도봉구
2025,11620,관악구,10100,봉천동,1,대지,0196,0220,근형하이빌,2025-03-05,31500,60.54,37.0,2.0,,,2004,연립다세대,중개거래,서울 관악구
2025,11215,광진구,10100,중곡동,1,대지,0255,0001,JHBILL,2025-03-05,47500,39.86,25.0,5.0,,,2017,연립다세대,중개거래,"서울 광진구, 서울 동대문구"
2025,11500,강서구,10100,염창동,1,대지,0308,0000,강서쌍용예가,2025-03-05,89000,59.919,0.0,5.0,,,2014,아파트,중개거래,"서울 강서구, 서울 구로구"
2025,11560,영등포구,11000,여의도동,1,대지,0026,0000,S-TRENUE,2025-03-05,166000,105.12,162.58,21.0,,,2009,오피스텔,중개거래,"서울 금천구, 서울 영등포구"
2025,11560,영등포구,11000,여의도동,1,대지,0032,0000,수정,2025-03-05,280000,150.65,0.0,7.0,,,1976,아파트,중개거래,서울 영등포구
2025,11320,도봉구,10800,도봉동,,,,,,2025-03-05,59000,190.84,129.0,0.0,,,1993,단독다가구,중개거래,서울 성동구
2025,11500,강서구,10900,방화동,1,대지,0829,0000,오피앙2,2025-03-05,6500,22.5,31.75,7.0,,,2002,오피스텔,중개거래,서울 강서구
2025,11470,양천구,10100,신정동,1,대지,0923,0015,한강S클래스,2025-03-05,24000,29.78,13.0,-1.0,,,2010,연립다세대,중개거래,서울 양천구
2025,11305,강북구,10400,우이동,1,대지,0340,0000,"성원그린(101,102동)",2025-03-05,51500,84.77,89.0,3.0,,,1995,연립다세대,중개거래,서울 강북구
2025,11500,강서구,10300,화곡동,1,대지,1159,0000,"우장산아이파크,이편한세상",2025-03-05,106500,59.98,0.0,15.0,,,2008,아파트,중개거래,서울 강서구
2025,11710,송파구,10300,풍납동,1,대지,0398,0001,다보빌,2025-03-05,43700,46.9,28.0,6.0,,,2015,연립다세대,중개거래,서울 송파구
2025,11560,영등포구,10800,영등포동7가,1,대지,0203,0000,아크로타워스퀘어,2025-03-05,163000,84.65,0.0,7.0,,,2017,아파트,중개거래,서울 영등포구
2025,11350,노원구,10300,공릉동,1,대지,0670,0007,67디벨리움,2025-03-05,17000,17.27,0.0,12.0,,,2016,아파트,중개거래,서울 노원구
2025,11230,동대문구,10300,제기동,1,대지,0146,0028,안암아크로빌,2025-03-05,26000,29.96,15.0,7.0,,,2017,연립다세대,중개거래,서울 성북구
2025,11170,용산구,11900,효창동,1,대지,0005,0237,진하우스,2025-03-05,60000,22.73,13.0,5.0,,,2022,연립다세대,중개거래,서울 용산구
2025,11590,동작구,10700,사당동,1,대지,0229,0007,태양(229-7),2025-03-05,50000,68.4,53.0,1.0,,,1993,연립다세대,중개거래,서울 동작구
2025,11170,용산구,12100,용문동,1,대지,0038,0173,서현하우스,2025-03-05,26000,12.15,7.0,2.0,,,2012,연립다세대,중개거래,서울 용산구
2025,11470,양천구,10200,목동,1,대지,0956,0000,롯데캐슬위너,2025-03-05,102500,59.98,0.0,20.0,,,2005,아파트,중개거래,서울 양천구
2025,11710,송파구,10700,가락동,1,대지,0004,0005,가락e-haus,2025-03-05,27900,46.62,23.0,2.0,,,2002,연립다세대,중개거래,서울 송파구
2025,11140,중구,16500,황학동,1,대지,2523,0000,황학아크로타워,2025-03-05,124000,134.301,0.0,12.0,,,2010,아파트,중개거래,서울 중구
2025,11290,성북구,13300,정릉동,1,대지,0800,0024,현대빌라다동,2025-03-05,13500,49.14,39.0,1.0,,,1986,연립다세대,중개거래,서울 성북구
2025,11410,서대문구,11800,홍은동,1,대지,0408,0015,위일리츠빌,2025-03-05,26500,43.49,25.0,3.0,,,2016,연립다세대,중개거래,서울 서대문구
2025,11410,서대문구,10600,천연동,1,대지,0145,0000,천연뜨란채,2025-03-05,82000,55.85,0.0,12.0,,,2006,아파트,중개거래,서울 서대문구
2025,11560,영등포구,13200,신길동,1,대지,4934,0000,삼성래미안,2025-03-05,73000,114.87,0.0,9.0,,,2001,아파트,중개거래,서울 영등포구
2025,11230,동대문구,10300,제기동,1,대지,1212,0000,한신아파트,2025-03-05,73000,59.84,0.0,15.0,,,2004,아파트,중개거래,서울 동대문구
2025,11680,강남구,11000,압구정동,1,대지,0369,0001,"현대2차(10,11,20,23,24,25동)",2025-03-05,940000,198.41,0.0,11.0,,,1976,아파트,중개거래,서울 강남구
2025,11710,송파구,11100,방이동,1,대지,0153,0013,빌텍드림빌,2025-03-05,35000,59.96,29.0,4.0,,,2003,연립다세대,중개거래,서울 송파구
2025,11530,구로구,10900,궁동,1,대지,0211,0006,유펄스빌,2025-03-05,29900,53.03,33.0,4.0,,,2015,연립다세대,중개거래,서울 구로구
2025,11410,서대문구,11900,북가좌동,1,대지,0449,0000,북가좌삼호,2025-03-05,78000,84.57,0.0,5.0,,,1996,아파트,중개거래,서울 서대문구
2025,11740,강동구,10600,둔촌동,1,대지,0613,0000,성원,2025-03-05,63000,59.22,0.0,7.0,,,1995,아파트,중개거래,서울 강동구
